opening_name,opening_variation,count
Vienna Game, Philidor Countergambit,260
King's Gambit Declined," Panteldakis Countergambit, Shirazi Line",259
King's Gambit Accepted," Bishop's Gambit, Paulsen Attack",259
French Defense," MacCutcheon Variation, Dr. Olland Variation",258
English Opening," King's English Variation, Bremen-Hort Variation",258
Queen's Gambit Accepted," Old Variation, Christensen Gambit",257
Benoni Defense," Fianchetto Variation, Hastings Defense",256
Ruy Lopez," Berlin Defense, Rio de Janeiro Variation",256
Grünfeld Defense, Makogonov Variation,256
Indian Defense," Budapest Defense, Fajarowicz Defense, Bonsdorf Variation",255
King's Gambit Accepted," Salvio Gambit, Cochrane Gambit",254
Queen's Indian Defense," Kasparov-Petrosian Variation, Petrosian Attack",254
English Opening," Anglo-Indian Defense, Slav Formation",253
Ruy Lopez," Berlin Defense, Closed Bernstein Variation",253
Ruy Lopez," Closed, Worrall Attack, Delayed Castling Line",253
Nimzo-Larsen Attack, Ringelbach Gambit,253
Queen's Indian Defense, Euwe Variation,251
Semi-Slav Defense, Rubinstein System,251
Sicilian Defense," Smith-Morra Gambit, Chicago Defense",250
Pterodactyl Defense," Central, Benoni Quetzalcoatlus",249
Sicilian Defense," Najdorf Variation, Goteborg Variation",248
Ruy Lopez, Brentano Gambit,244
Grünfeld Defense," Exchange Variation, Seville Variation",244
Benoni Defense, Snail Variation,242
Blumenfeld Countergambit, Dus-Khotimirsky Variation,241
Old Indian Defense, Dus-Khotimirsky Variation,240
Queen's Indian Defense," Kasparov-Petrosian Variation, Kasparov Attack",240
Sicilian Defense," Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",239
King's Indian Defense," Orthodox Variation, Classical System, Benko Attack",238
King's Gambit Accepted," Bishop's Gambit, Lopez Variation",237
King's Pawn Opening, Van Hooydoon Gambit,235
Grob Opening," Grob Gambit, Fritz Gambit, Romford Countergambit",234
Queen's Gambit Declined," Lasker Defense, Teichmann Variation",233
Sicilian Defense," Kan Variation, Maróczy Bind, Hedgehog Variation",232
Nimzo-Indian Defense," Hübner Variation, Main Line",232
Sicilian Defense," Richter-Rauzer Variation, Traditional Variation",232
Russian Game," Classical Attack, Chigorin Variation, Main Line",231
Bishop's Opening," McDonnell Gambit, La Bourdonnais-Denker Gambit",231
Blackmar-Diemer Gambit," Bogoljubov Variation, Studier Attack",230
Queen's Pawn Game," Torre Attack, Breyer Variation",229
Sicilian Defense," Scheveningen Variation, Classical Main Line",229
Sicilian Defense," Classical Variation, Dragon Transfer",228
Center Game," Halasz-McDonnell Gambit, Crocodile Variation",226
Queen's Gambit Accepted," Gunsberg Defense, Prianishenmo Gambit",224
Van Geet Opening, Liebig Gambit,224
Scandinavian Defense, Grünfeld Variation,223
Ruy Lopez," Old Steinitz Defense, Semi-Duras Variation",221
King's Indian Defense," Semi-Classical Variation, Queenside Storm Line",220
Barnes Opening, Gedult Gambit,220
Italian Game," Evans Gambit Declined, Cordel Variation",219
King's Gambit Declined," Panteldakis Countergambit, Greco Variation",219
Nimzo-Indian Defense," Sämisch Variation, O'Kelly Variation",218
Sicilian Defense," Smith-Morra Gambit Accepted, Morphy Defense Deferred",216
Nimzo-Indian Defense, Simagin Variation,216
Center Game, Charousek Variation,216
Dutch Defense, Kingfisher Gambit,216
French Defense, Reversed Philidor Formation,216
Sicilian Defense," Dragon Variation, Levenfish Variation, Main Line",215
Ruy Lopez," Open, Dilworth Variation",214
Queen's Indian Defense," Fianchetto Variation, Rubinstein Variation",214
Caro-Kann Defense," Karpov Variation, Modern Variation, Ivanchuk Defense",213
King's Gambit Accepted, Carrera Gambit,212
King's Gambit Declined, Soller-Zilbermints Gambit,210
Nimzowitsch Defense, Wheeler Gambit,207
Ruy Lopez," Berlin Defense, Closed Showalter Variation",207
Pterodactyl Defense," Central, Benoni Pterodactyl",205
King's Gambit Accepted," Kieseritzky, Polerio Defense",204
King's Indian Defense," Four Pawns Attack, Fluid Attack",204
Slav Defense," Czech Variation, Carlsbad Variation",204
King's Gambit Accepted," Kieseritzky Gambit, Brentano Defense",204
French Defense," Winawer Variation, Fingerslip Variation, Main Line",203
Dutch Defense," Manhattan Gambit, Anti-Classical Line",202
Bishop's Opening, Horwitz Gambit,201
Ruy Lopez," Berlin Defense, Duras Variation",200
Queen's Gambit Declined," Orthodox Defense, Swiss, Karlsbad Variation",194
English Opening," King's English Variation, Bellon Gambit",193
Polish Opening, Wolferts Gambit,193
Blackmar-Diemer Gambit," Lemberger Countergambit, Rassmussen Attack",191
Four Knights Game," Symmetrical, Metger Unpin",191
Dutch Defense," Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line",190
Dutch Defense, Alekhine Variation,190
Réti Opening," Anglo-Slav Variation, Torre System",190
Sicilian Defense," Smith-Morra Gambit Accepted, Larsen Defense",189
Semi-Slav Defense," Botvinnik Variation, Ekstrom Variation",187
Amsterdam Attack,~,187
Queen's Gambit Accepted," Classical Defense, Alekhine System, Main Line",187
Queen's Indian Defense, Traditional Variation,186
Bishop's Opening, McDonnell Gambit,186
King's Indian Defense," Orthodox Variation, Classical System, Traditional Line",185
King's Gambit Accepted, Tartakower Gambit,185
Tarrasch Defense," Classical Variation, Classical Tarrasch Gambit",183
Tarrasch Defense, Swedish Variation,183
Slav Defense, Smyslov Variation,183
Italian Game," Evans Gambit, Dufresne Defense",183
Queen's Gambit Declined," Baltic Defense, Argentinian Gambit",182
Grünfeld Defense," Brinckmann Attack, Grünfeld Gambit Accepted",182
Clemenz Opening, Spike Lee Gambit,181
Indian Defense, Lazard Gambit,181
"Queen's Pawn, Mengarini Attack",~,180
Blackmar-Diemer Gambit, Schlutter Defense,179
Sicilian Defense," Kan Variation, Swiss Cheese Variation",179
Philidor Defense," Lion Variation, Forcing Line",179
English Opening," Symmetrical Variation, Anti-Benoni Variation, Geller Variation",177
King's Gambit Accepted," Kieseritzky Gambit, Anderssen Defense",176
Sicilian Defense," Najdorf Variation, Dekker Gambit",175
Ruy Lopez," Alapin Defense, Alapin Gambit",173
Slav Defense," Czech Variation, Wiesbaden Variation, Sharp Line",173
Bird Opening, Hobbs-Zilbermints Gambit,173
Sicilian Defense," Richter-Rauzer Variation, Podebrady Variation",172
Ruy Lopez," Berlin Defense, Minckwitz Variation",172
Ruy Lopez," Morphy Defense, Breyer Defense, Quiet Variation",172
Queen's Gambit Declined," Albin Countergambit, Janowski Variation",172
Sicilian Defense, Spielmann Variation,169
Vienna Game," Vienna Gambit, Steinitz Gambit, Paulsen Defense",168
King's Indian Defense," Sämisch Variation, Closed Variation, Main Line",167
Queen's Indian Defense," Kasparov-Petrosian Variation, Hedgehog Variation",167
Pterodactyl Defense," Eastern, Benoni Pterodactyl",167
Russian Game," Classical Attack, Chigorin Variation, Browne Attack",166
Caro-Kann Defense," Karpov Variation, Modern Main Line",166
Amar Opening, Paris Gambit,166
Nimzo-Indian Defense," Hübner Variation, Rubinstein Variation, Main Line",165
Queen's Gambit Declined," Orthodox Defense, Classical Variation",165
Slav Defense," Czech Variation, Carlsbad Variation, Morozevich Variation",165
Ruy Lopez," Berlin Defense, Rosenthal Variation",164
Semi-Slav Defense," Anti-Noteboom, Stonewall Variation, Portisch Gambit",163
Nimzo-Indian Defense," Normal Variation, Bronstein (Byrne) Variation",162
Queen's Gambit Declined," Orthodox Defense, Pillsbury Variation",162
Benoni Defense, Benoni-Staunton Gambit,162
Dutch Defense," Manhattan Gambit, Anti-Stonewall",161
Alekhine Defense," Two Pawns Attack, Mikenas Variation",161
Latvian Gambit," Mayet Attack, Poisoned Pawn Variation",160
Four Knights Game, Marshall Variation,160
King's Gambit Accepted," Allgaier, Horny Defense",159
Pterodactyl Defense," Central, Benoni Beefeater Pterodactyl",158
French Defense," Tarrasch Variation, Leningrad Variation",158
Queen's Gambit Accepted," Classical Defense, Alekhine System, No Main Line",156
King's Pawn Game," Gunderam Defense, Gunderam Gambit",155
Semi-Slav Defense," Botvinnik Variation, Szabo Variation",154
Queen's Gambit Accepted," Classical Defense, Alekhine System",154
Dutch Defense," Staunton Gambit, Tartakower Variation",153
Dutch Defense," Staunton Gambit, Alekhine Variation",153
Dutch Defense," Classical Variation, Ilyin-Zhenevsky Variation, Modern Main Line",153
Dutch Defense, Bladel Variation,152
English Opening, Wade Gambit,152
Ruy Lopez," Schliemann Defense, Möhring Variation",152
Ruy Lopez," Morphy Defense, Duras Variation",152
Dutch Defense, Spielmann Gambit,151
Benko Gambit, Nescafe Frappe Attack,151
Ruy Lopez," Open, Howell Attack",151
King's Gambit Declined," Classical Variation, Rotlewi Countergambit",151
Grünfeld Defense, Botvinnik Variation,150
Benko Gambit, Fianchetto Variation,150
Semi-Slav Defense," Botvinnik Variation, Alatortsev System",149
Grünfeld Defense," Russian Variation, Prins Variation",147
King's Gambit Accepted, Paris Gambit,146
Benoni Defense, Hawk Variation,146
Semi-Slav Defense," Meran Variation, Lundin Variation",146
King's Gambit Declined," Falkbeer Countergambit, Pickler Gambit",144
Nimzo-Indian Defense, Ragozin Variation,144
King's Indian Defense," Averbakh Variation, Benoni Defense, Exchange Variation",143
Vienna Game," Stanley Variation, Bronstein Gambit",142
King's Gambit Accepted," Bishop's Gambit, Anderssen Variation",142
King's Gambit Accepted," Muzio Gambit, Holloway Defense",142
Grünfeld Defense," Russian Variation, Smyslov Variation",141
Grünfeld Defense," Exchange Variation, Simagin's Improved Variation",141
Vienna Game, Heyde Variation,141
Queen's Indian Defense," Classical Variation, Tiviakov Defense",140
Borg Defense, Troon Gambit,139
Tarrasch Defense," Classical Variation, Main Line",139
Italian Game," Two Knights Defense, Polerio Defense, Göring Variation",138
Ruy Lopez," Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",138
Philidor Defense," Hanham Variation, Sharp Variation",138
Queen's Gambit Declined," Chigorin Defense, Exchange Variation, Costa's Line",138
King's Indian Defense," Four Pawns Attack, Florentine Gambit",137
Pterodactyl Defense," Sicilian, Benoni Gambit",137
Four Knights Game," Scotch Variation, Krause Gambit, Leonhardt Defense",136
Queen's Gambit Declined," Orthodox Defense, Rauzer Variation",135
King's Gambit Accepted, McDonnell Gambit,135
Russian Game," Modern Attack, Trifunovic Variation",134
Queen's Gambit Declined," Anti-Tartakower Variation, Petrosian Variation",134
Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Richter Gambit",134
Nimzowitsch Defense," Kennedy Variation, Herford Gambit",134
Queen's Gambit Declined," Orthodox Defense, Rubinstein Variation, Flohr Line",134
Sicilian Defense," Dragon Variation, Classical Variation, Alekhine Line",134
Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Brandics Gambit",133
Pterodactyl Defense," Western, Anhanguera",132
Italian Game," Evans Gambit, Hein Countergambit",132
French Defense," Guimard Variation, Thunderbunny Variation",132
Hungarian Opening, Bücker Gambit,132
Sicilian Defense," Taimanov Variation, Bastrikov Variation, Ponomariov Gambit",131
King's Gambit Accepted," Bishop's Gambit, Gianutio Gambit",130
King's Gambit Accepted," Salvio Gambit, Santa Maria Defense",130
Ruy Lopez," Open, Italian Variation",130
Queen's Indian Defense," Petrosian Variation, Farago Defense",129
Nimzo-Indian Defense," Sämisch Variation, Keres Variation",129
Semi-Slav Defense," Meran Variation, Wade Variation, Larsen Variation",129
Italian Game," Two Knights Defense, Pincus Variation",128
Dutch Defense, Stonewall,126
Queen's Indian Defense," Kasparov-Petrosian Variation, Modern Variation",125
Italian Game," Giuoco Piano, Steinitz Variation",125
Grob Opening," Grob Gambit, Basman Gambit",125
King's Gambit Accepted," Allgaier, Schlechter Defense",124
Grünfeld Defense, Flohr Defense,123
King's Gambit Declined," Falkbeer Countergambit, Charousek Gambit, Keres Variation",123
Ruy Lopez," Marshall Attack, Main Line, Spassky Variation",122
Grünfeld Defense," Brinckmann Attack, Reshevsky Gambit",121
King's Gambit Declined," Falkbeer Countergambit, Charousek Gambit, Main Line",120
King's Gambit Accepted," Muzio Gambit Accepted, From's Defense",120
Bird Opening, Platz Gambit,119
Caro-Kann Defense, Edinburgh Variation,119
Blackmar-Diemer Gambit," Bogoljubov Variation, Nimzowitsch Attack",118
Dutch Defense," Manhattan Gambit, Anti-Modern",117
Sicilian Defense," Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",116
Italian Game," Giuoco Piano, Ghulam-Kassim Variation",116
Slav Defense," Winawer Countergambit, Anti-Winawer Gambit",116
Italian Game," Giuoco Piano, Therkatz-Herzog Variation",116
Vienna Game," Vienna Gambit, Kaufmann Variation",115
Grob Opening," Grob Gambit, Richter-Grob Gambit",115
French Defense, Morphy Gambit,115
Pterodactyl Defense," Sicilian, Unpin",114
French Defense," Winawer Variation, Exchange Variation, Canal Attack",114
Vienna Game," Vienna Gambit, Steinitz Gambit, Zukertort Defense",113
Italian Game," Evans Gambit, Leonhardt Countergambit",113
King's Indian Defense," Four Pawns Attack, Modern Defense",113
King's Gambit, Zilbermints Double Countergambit,112
Sicilian Defense," Closed, Botvinnik Defense, Edge Variation",111
Queen's Indian Defense," Fianchetto Variation, Check Variation",111
Ruy Lopez," Morphy Defense, Tartakower Variation",110
Italian Game," Giuoco Piano, Holzhausen Attack",110
Caro-Kann Defense," Exchange Variation, Bulla Attack",110
Sicilian Defense," Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack",110
Vienna Game," Stanley Variation, Alekhine Variation",109
King's Gambit Accepted, Schurig Gambit,109
Vienna Game," Vienna Gambit, Steinitz Gambit, Main Line",107
English Opening, Romanishin Gambit,106
Nimzo-Indian Defense," Normal Variation, Gligoric System, Bronstein Variation",106
French Defense," Steinitz Variation, Bradford Attack Variation",106
Grünfeld Defense, Flohr Variation,106
Venezolana Opening,~,105
Dutch Defense," Classical Variation, Stonewall Variation, Botvinnik Variation",105
Nimzo-Indian Defense," Leningrad Variation, Benoni Defense",105
Vienna Game," Mieses Variation, Erben Gambit",105
Ruy Lopez," Closed, Breyer Defense",105
Italian Game," Evans Gambit, Fontaine Countergambit",104
Kádas Opening, Kádas Gambit,104
Italian Game," Two Knights Defense, Maróczy Variation",103
Van Geet Opening, Sleipnir Gambit,102
King's Indian Defense," Orthodox Variation, Ukrainian Defense",101
Caro-Kann Defense," Labahn Attack, Double Gambit",101
Dutch Defense," Staunton Gambit, Nimzowitsch Variation",100
Ruy Lopez, Brix Variation,100
Center Game, l'Hermet Variation,99
Sicilian Defense," Closed, Smyslov Variation",99
Queen's Gambit Declined, Pillsbury Attack,99
Italian Game," Giuoco Piano, Bernstein Variation",98
King's Gambit Accepted," Allgaier Gambit, Thorold Attack",98
French Defense," Winawer Variation, Bogoljubov Variation, Icelandic Defense",98
Nimzo-Indian Defense," Classical Variation, Noa Variation, Botvinnik Variation",97
Caro-Kann Defense," Panov Attack, Modern Defense, Czerniak Line",97
Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Erben Gambit",97
Three Knights Opening, Steinitz-Rosenthal Variation,96
Semi-Slav Defense," Meran Variation, Reynolds' Variation",96
Modern Defense," Semi-Averbakh Variation, Polish Variation",95
King's Indian Defense," Averbakh Variation, Spanish Defense",95
English Opening," Anglo-Indian Defense, Queen's Indian Variation",95
Modern Defense," Semi-Averbakh Variation, Pterodactyl Variation Accepted",95
English Defense, Hartlaub Gambit Declined,94
French Defense," Winawer Variation, Poisoned Pawn Variation, Paoli Variation",94
Pterodactyl Defense," Western, Siroccopteryx",94
Benko Gambit, Nd2 Variation,93
Dutch Defense," Nimzo-Dutch Variation, Alekhine Variation",93
Alekhine Defense," Mokele Mbembe, Modern Line",91
King's Gambit Accepted," Kieseritzky Gambit, Neumann Defense",91
Italian Game," Two Knights Defense, Fritz, Gruber Variation",90
French Defense," Alekhine-Chatard Attack, Teichmann Variation",89
Mieses Opening, Myers Spike Attack,89
Alekhine Defense, Buckley Attack,88
Lion Defense," Anti-Philidor, Lion's Cave, Lion Claw Gambit",88
Queen's Gambit Declined, Hastings Variation,88
Queen's Gambit Declined, Spielmann Variation,87
Pterodactyl Defense," Eastern, Benoni Pteranodon",87
Scotch Game, Paulsen Variation,87
Vienna Game," Stanley Variation, Frankenstein-Dracula Variation",87
King's Gambit Accepted, Silberschmidt Gambit,86
King's Gambit Accepted, Tumbleweed,86
Italian Game," Scotch Gambit, Anderssen Attack, Main Line",86
Van Geet Opening, Hergert Gambit,85
Alekhine Defense," Hunt Variation, Matsukevich Gambit",85
English Opening," King's English Variation, Botvinnik System, Prickly Pawn Pass System",85
Nimzo-Indian Defense," Three Knights Variation, Euwe Variation",85
Ruy Lopez," Morphy Defense, Breyer Defense",85
King's Pawn Game," Tayler Opening, Basman Gambit",85
King's Indian Defense," Orthodox Variation, Classical System, Kozul Gambit",84
Sicilian Defense," Scheveningen Variation, Tal Variation",83
Italian Game," Classical Variation, Giuoco Pianissimo, Main Line",83
Indian Defense," Gibbins-Wiedenhagen Gambit, Stummer Gambit",83
Scotch Game, Cochrane Variation,83
Vienna Game," Vienna Gambit, Hamppe-Allgaier Gambit, Alapin Variation",82
Queen's Gambit Declined," Semi-Slav, Junge Variation",81
Van Geet Opening, Damhaug Gambit,81
Alekhine Defense," Modern Variation, Keres Variation",81
Polish Opening, Karniewski Variation,80
Bird Opening, Thomas Gambit,80
Vienna Game," Vienna Gambit, Hamppe-Allgaier Gambit, Thorold Variation",79
Philidor Defense," Nimzowitsch Variation, Sokolsky Variation",79
Caro-Kann Defense," Mieses Attack, Landau Gambit",78
Italian Game," Two Knights Defense, Max Lange Attack, Loman Defense",78
Four Knights Game, Janowski Variation,78
King's Indian Defense," Orthodox Variation, Korchnoi Attack",77
Slav Indian, Kudischewitsch Gambit,77
Sicilian Defense," Dragon Variation, Yugoslav Attack, Byrne Variation",77
Grünfeld Defense," Russian Variation, Levenfish Variation",77
Sicilian Defense," Wing Gambit, Marienbad Variation",76
Blackmar-Diemer Gambit Declined, Grosshans Defense,76
English Opening," King's English Variation, Hungarian Attack",76
Ruy Lopez," Closed, Worrall Attack",75
Semi-Slav Defense," Meran Variation, Blumenfeld Variation",74
Hungarian Opening, Wiedenhagen-Beta Gambit,74
King's Indian Defense," Averbakh Variation, Benoni Defense",73
Modern Defense, Pterodactyl Variation,73
Pterodactyl Defense," Austrian, Pteranodon",73
Italian Game," Evans Gambit, Compromised Defense, Main Line",73
French Defense," MacCutcheon Variation, Grigoriev Variation",73
Nimzo-Indian Defense," Normal Variation, Gligoric System, Keres Variation",73
Sicilian Defense," Alapin Variation, Stoltz Attack, Ivanchuk Line",73
Italian Game," Two Knights Defense, Keidansky Variation",72
Catalan Opening," Closed Variation, Rabinovich Variation",71
King's Pawn Game," Damiano Defense, Damiano Gambit, Chigorin Gambit",70
Benoni Defense, Zilbermints-Benoni Gambit,70
Semi-Slav Defense," Meran Variation, Old Variation",69
Ponziani Opening," Spanish Variation, Harrwitz Attack, Nikitin Gambit",69
Sicilian Defense," Najdorf Variation, Polugaevsky Variation, Simagin Line",68
King's Gambit Accepted," Kieseritzky Gambit, Paulsen Defense",68
Four Knights Game, Svenonius Variation,68
Modern Defense," Semi-Averbakh Variation, Pterodactyl Variation",68
Four Knights Game," Spanish Variation, Classical Variation, Marshall Gambit",68
Grünfeld Defense," Exchange Variation, Simagin's Lesser Variation",67
Bishop's Opening, Lopez Gambit,67
Bishop's Opening, Lewis Countergambit,67
Nimzo-Indian Defense," Classical Variation, Vitolins-Adorjan Gambit",66
Ruy Lopez," Spanish Countergambit, Harding Gambit",66
Italian Game," Two Knights Defense, Traxler Variation, Trencianske-Teplice Gambit",66
Benko Gambit Accepted, Central Storming Variation,66
Nimzowitsch Defense," El Columpio Defense, Pin Variation",65
Ruy Lopez," Closed, Breyer",64
King's Gambit Declined," Norwalde Variation, Schubert Variation",64
Latvian Gambit, Diepstraten Countergambit,64
King's Gambit Declined," Panteldakis Countergambit, Schiller's Defense",64
Sicilian Defense," Richter-Rauzer Variation, Ivanov Variation",64
Formation, Hippopotamus Attack,64
Scotch Game, Sea-cadet Mate,63
Owen Defense, Unicorn Variation,63
English Opening," Symmetrical, Hedgehog, Flexible Formation",62
Russian Game," Modern Attack, Steinitz Variation",62
King's Gambit Accepted," Kieseritzky Gambit, Berlin Defense, Rubinstein Variation",61
Ruy Lopez," Closed, Suetin Variation",61
Queen's Gambit Declined," Semi-Tarrasch Defense, Kmoch Variation",61
Slav Defense," Czech Variation, Lasker Variation",61
Nimzo-Indian Defense," Sämisch Variation, Botvinnik Variation",60
Queen's Gambit Declined, Stonewall Variation,60
Caro-Kann Defense," Panov Attack, Modern Defense, Reifir-Spielmann Line",59
Pterodactyl Defense," Central, Quetzalcoatlus Gambit",59
Tarrasch Defense," Classical Variation, Spassky Variation",58
Semi-Slav Defense," Stoltz Variation, Center Variation",58
Nimzo-Indian Defense," Romanishin Variation, English Hybrid",58
Ruy Lopez," Closed, Smyslov-Breyer-Zaitsev Hybrid",58
Latvian Gambit Accepted, Foltys Variation,58
English Opening," Symmetrical Variation, Napolitano Gambit",58
Grob Opening, Zilbermints Gambit,57
Ruy Lopez," Closed, Lutikov Variation",57
Pterodactyl Defense," Sicilian, Siroccopteryx",57
Queen's Gambit Declined," Chigorin Defense, Main Line, Alekhine Variation",57
Dutch Defense, Senechaud Gambit,56
Queen's Gambit Declined," Charousek Variation, Miladinovic Gambit",56
King's Gambit Accepted," Rosentreter Gambit, Sörensen Gambit",56
Ruy Lopez," Marshall Attack, Re3 Variation",56
Sicilian Defense," Taimanov Variation, Modern Line",56
King's Gambit Declined," Classical Variation, Rubinstein Countergambit",55
Queen's Gambit Declined," Albin Countergambit, Balogh Variation",55
Pterodactyl Defense," Sicilian, Pteranodon",55
Latvian Gambit, Behting Variation,54
English Opening," Anglo-Indian Defense, Romanishin Variation",54
Grob Opening," Double Grob, Coca-Cola Gambit",54
Scandinavian Defense," Schiller-Pytel Variation, Modern Variation",54
Sicilian Defense," Chekhover Variation, Zaitsev Defense",54
Russian Game," Classical Attack, Berger Variation",54
Queen's Indian Defense," Kasparov Variation, Botvinnik Attack",54
Queen's Indian Defense," Classical Variation, Taimanov Gambit",53
King's Gambit Declined, Zilbermints Double Gambit,53
Nimzo-Indian Defense," Spielmann Variation, Karlsbad Variation",53
Italian Game," Two Knights Defense, Polerio Defense, Yankovich Variation",53
Vienna Game, Zhuravlev Countergambit,53
Alekhine Defense," Hunt Variation, Mikenas Gambit",52
Italian Game," Two Knights Defense, Paoli Variation",52
Van Geet Opening, Düsseldorf Gambit,51
Sicilian Defense," Wing Gambit, Santasiere Variation",51
Sicilian Defense," Dragon Variation, Yugoslav Attack, Soltis Variation",51
Hungarian Opening, Winterberg Gambit,51
King's Gambit Declined," Classical, Svenonius Variation",51
Sicilian Defense," Dragon Variation, Classical Variation, Tartakower Line",50
Sicilian Defense, Heidenfeld Variation,50
Nimzo-Indian Defense," Three Knights Variation, Shocron Gambit",50
Italian Game," Evans Gambit Declined, Lange Variation",50
King's Gambit Accepted," Kieseritzky Gambit, Berlin Defense, de Riviere Variation",50
King's Gambit Declined," Classical, Hanham Variation",49
Nimzowitsch Defense," El Columpio Defense, Exchange Variation",49
Queen's Indian Defense," Marienbad System, Berg Variation",49
Ruy Lopez," Steinitz Defense Deferred, Lipnitsky Variation",48
Van Geet Opening, Melleby Gambit,48
Sicilian Defense," Sozin Attack, Fischer Variation",48
Alekhine Defense," Modern Variation, Vitolins Attack",48
Indian Defense," Gibbins-Wiedenhagen Gambit, Oshima Defense",47
Sicilian Defense," Dragon Variation, Classical Variation, Maróczy Line",47
Latvian Gambit," Mayet Attack, Strautins Gambit",47
Ruy Lopez," Berlin Defense, l'Hermet Variation, Westerinen Line",47
Queen's Gambit Accepted," Old Variation, Billinger Gambit",46
Nimzowitsch Defense, Franco-Hiva Gambit,46
Dresden Opening, The Goblin,46
Sicilian Defense," Canal Attack, Moscow Gambit",46
Indian Defense," Gibbins-Wiedenhagen Gambit, Maltese Falcon",46
Sicilian Defense," Kan Variation, Wing Attack, Spraggett Attack",45
Rat Defense, Fuller Gambit,44
Four Knights Game, Spielmann Variation,43
Tarrasch Defense," Classical Variation, Petursson Variation",43
Ruy Lopez," Open, Classical Defense, Main Line",43
Nimzo-Indian Defense," Classical Variation, Noa Variation, Main Line",41
Queen's Pawn Game," London System, Pterodactyl Variation",41
Queen's Gambit Accepted," Classical Defense, Russian Gambit",41
King's Gambit Accepted," Bishop's Gambit, Kieseritzky Gambit",41
Queen's Indian Defense," Kasparov-Petrosian Variation, Polovodin Gambit",41
Queen's Gambit Declined," Knight Defense, Alekhine Gambit",41
Grünfeld Defense, Gibbon Gambit,40
King's Gambit Declined, Senechaud Countergambit,39
Alekhine Defense," Exchange Variation, Karpov Variation",38
Queen's Indian Defense," Fianchetto Variation, Check Variation, Modern Line",38
Russian Game," Classical Attack, Marshall Variation, Chinese Gambit",38
Grob Opening," Keene Defense, Main Line",38
Italian Game," Two Knights Defense, Max Lange Attack, Rubinstein Variation",38
Ruy Lopez," Fianchetto Defense, Kevitz Gambit",38
Veresov Opening, Malich Gambit,37
Sicilian Defense," Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",37
Dutch Defense," Manhattan Gambit, Anti-Leningrad",37
Queen's Indian Defense," Fianchetto Variation, Nimzowitsch Variation, Timman's Line",37
Bird Opening," From's Gambit, Lipke Variation",36
Four Knights Game," Halloween Gambit, Plasma Variation",36
Italian Game," Two Knights Defense, Fegatello Attack, Leonhardt Variation",36
Modern Defense, Anti-Modern,35
Italian Game," Giuoco Piano, Mestel Variation",34
Vienna Game," Paulsen Variation, Pollock Gambit",34
French Defense," Winawer Variation, Fingerslip Variation, Kunin Double Gambit",34
Tarrasch Defense," Classical Variation, Bogoljubov Variation",34
Dutch Defense, Hort-Antoshin System,34
Bishop's Opening, del Rio Variation,34
Vienna Game," Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz Defense",34
Blackmar-Diemer Gambit," Bogoljubov Variation, Kloss Attack",34
Queen's Gambit Declined," Cambridge Springs Defense, Argentine Variation",34
King's Gambit Declined," Norwalde Variation, Bücker Gambit",33
King's Gambit Accepted," Allgaier, Urusov Attack",33
Pterodactyl Defense,~,33
King's Indian Defense," Orthodox Variation, Positional Defense, Main Line",33
English Opening," King's English, Erbenheimer Gambit",33
Bishop's Opening," Urusov Gambit, Panov Variation",33
King's Gambit Accepted," Kieseritzky, Long Whip Defense, Jaenisch Variation",32
Grünfeld Defense, Lundin Variation,32
Vienna Game, Hamppe-Muzio Gambit,32
Caro-Kann Defense," Panov-Botvinnik, Herzog Defense",32
Dutch Defense," Leningrad Variation, Karlsbad Variation",32
Sicilian Defense," Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",32
King's Gambit Accepted," Muzio Gambit, Brentano Defense",31
Nimzo-Indian Defense," Classical Variation, Berlin Variation, Steiner Variation",31
Alekhine Defense," Four Pawns Attack, Tartakower Variation",31
Sicilian Defense," Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack",30
King's Indian Defense," Petrosian Variation, Keres Defense",30
King's Indian Defense," Averbakh Variation, Modern Defense, Burgess Line",30
King's Pawn Game," Nimzowitsch Defense, Wheeler Gambit",30
Van't Kruijs Opening," Keoni-Hiva Gambit, Alua Variation",30
Ruy Lopez," Open, Richter Variation",29
King's Gambit Accepted," Bishop's Gambit, Bryan Countergambit",29
Four Knights Game," Symmetrical, Tarrasch Variation",28
Van Geet Opening, Hulsemann Gambit,28
French Defense," Tarrasch Variation, Open System, Shaposhnikov Gambit",28
Nimzo-Indian Defense," Leningrad Variation, Averbakh Gambit",28
Queen's Gambit Declined," Orthodox Defense, Capablanca System",28
Bogo-Indian Defense, New England Variation,27
French Defense," MacCutcheon Variation, Duras Variation",27
Ruy Lopez," Open, Berlin Variation",27
